sigma10,R10,bg10,sigma15,R15,bg15
2664.659,17.70057469,17.9201275990059,2664.659,18.75692366,18.6175854537856
2665.141,17.67634941,17.9203018921,2665.141,18.75547606,18.6179334805018
2665.623,17.66714066,17.9204757616508,2665.623,18.74993699,18.6182811751551
2666.105,17.66677328,17.9206492092423,2666.105,18.74502301,18.618628538793
2666.587,17.64494533,17.920822236459,2666.587,18.7343309,18.6189755724638
2667.07,17.64780765,17.9209952025608,2667.07,18.73009172,18.6193229961799
2667.552,17.65310464,17.9211673929205,2667.552,18.72314365,18.6196693723853
2668.034,17.6436927,17.9213391676664,2668.034,18.71565711,18.6200154217751
2668.516,17.62014535,17.9215105283858,2668.516,18.7116854,18.6203611454005
2668.998,17.61011858,17.9216814766664,2668.998,18.71159363,18.6207065443135
2669.48,17.60948143,17.9218520140967,2669.48,18.71183296,18.6210516195669
2669.962,17.61136287,17.9220221422657,2669.962,18.70020816,18.6213963722139
2670.444,17.60941981,17.922191862763,2670.444,18.69091477,18.6217408033086
2670.927,17.60979717,17.9223615280326,2670.927,18.67389087,18.622085627496
2671.408,17.60844365,17.9225300871043,2671.408,18.67817918,18.6224287050615
2671.891,17.59201732,17.9226989433124,2671.891,18.66003148,18.6227728901001
2672.373,17.59477924,17.9228670482005,2672.373,18.66128385,18.6231160448838
2672.855,17.61061122,17.9230347533773,2672.855,18.66958153,18.6234588833984
2673.337,17.59050482,17.9232020604359,2673.337,18.65099245,18.6238014067022
2673.819,17.58933866,17.92336897097,2673.819,18.63656739,18.6241436158541
2674.301,17.59472219,17.9235354865738,2674.301,18.66479784,18.6244855119137
2674.783,17.58357241,17.9237016088421,2674.783,18.6373375,18.6248270959413
2675.265,17.58355401,17.9238673393701,2675.265,18.63597142,18.6251683689976
2675.748,17.60176564,17.9240330223791,2675.748,18.6242538,18.6255100392154
2676.23,17.58845235,17.9241979734101,2676.23,18.62441133,18.6258506928752
2676.712,17.60410906,17.9243625374931,2676.712,18.63014726,18.6261910387525
2677.194,17.58317334,17.9245267162255,2677.194,18.60529567,18.626531077911
2677.676,17.58347215,17.924690511205,2677.676,18.60947025,18.6268708114147
2678.158,17.57571221,17.92485392403,2678.158,18.5978776,18.6272102403284
2678.64,17.56676322,17.9250169562992,2678.64,18.58832888,18.6275493657174
2679.122,17.54502663,17.9251796096119,2679.122,18.56929889,18.6278881886477
2679.604,17.54220942,17.9253418855679,2679.604,18.57421457,18.6282267101858
2680.087,17.53408639,17.9255041212702,2680.087,18.56913748,18.6285656327913
2680.569,17.5339057,17.925665646539,2680.569,18.56107316,18.6289035541276
2681.051,17.53592041,17.925826799256,2681.051,18.56409045,18.6292411772772
2681.533,17.51141365,17.925987581023,2681.533,18.55127799,18.6295785033091
2682.015,17.52565203,17.9261479934417,2682.015,18.5660437,18.629915533293
2682.497,17.52199207,17.9263080381144,2682.497,18.52767548,18.6302522682989
2682.979,17.5119784,17.926467716644,2682.979,18.54241513,18.6305887093975
2683.461,17.5117376,17.9266270306335,2683.461,18.51770929,18.63092485766
2683.944,17.513355,17.9267863110843,2683.944,18.52283639,18.6312614106535
2684.426,17.51865637,17.9269449000566,2684.426,18.53905284,18.6315969758579
2684.908,17.50629347,17.927103129304,2684.908,18.49595756,18.6319322514457
2685.39,17.51310881,17.927261000431,2685.39,18.48660578,18.6322672384902
2685.872,17.50616107,17.9274185150427,2685.872,18.49747448,18.6326019380654
2686.354,17.50640498,17.9275756747444,2686.354,18.48967419,18.632936351246
2686.836,17.5049252,17.9277324811419,2686.836,18.50181967,18.633270479107
2687.318,17.48868313,17.9278889358413,2687.318,18.48573318,18.6336043227239
2687.801,17.48601453,17.9280453639546,2687.801,18.46964493,18.6339385749135
2688.283,17.5030195,17.9282011193558,2688.283,18.46862548,18.6342718526871
2688.765,17.50105187,17.9283565278824,2688.765,18.46409198,18.6346048494487
2689.247,17.50889369,17.9285115911417,2689.247,18.47212491,18.6349375662761
2689.729,17.50670136,17.9286663107414,2689.729,18.45960563,18.6352700042474
2690.211,17.48500979,17.9288206882893,2690.211,18.44075658,18.6356021644411
2690.693,17.48317782,17.9289747253938,2690.693,18.44027428,18.6359340479364
2691.175,17.47048883,17.9291284236633,2691.175,18.43280624,18.636265655813
2691.657,17.49556689,17.9292817847066,2691.657,18.42907431,18.6365969891507
2692.14,17.47188692,17.9294351272652,2692.14,18.41966905,18.636928735593
2692.622,17.47022331,17.9295878179923,2692.622,18.42406025,18.6372595225313
2693.104,17.46820985,17.9297401763245,2693.104,18.40169682,18.6375900381762
2693.586,17.45264014,17.9298922038715,2693.586,18.41502449,18.6379202836095
2694.068,17.46435629,17.9300439022435,2694.068,18.39182871,18.6382502599135
2694.55,17.45849994,17.9301952730505,2694.55,18.39667131,18.6385799681712
2695.032,17.45241539,17.9303463179032,2695.032,18.38173746,18.6389094094657
2695.514,17.46365959,17.9304970384122,2695.514,18.36404327,18.6392385848807
2695.997,17.45762811,17.9306477478826,2695.997,18.37482186,18.639568177613
2696.479,17.45063399,17.9307978238725,2696.479,18.39494943,18.6398968239759
2696.961,17.4524238,17.9309475803552,2696.961,18.37145645,18.640225207715
2697.443,17.45116386,17.9310970189423,2697.443,18.36983082,18.6405533299159
2697.925,17.44024791,17.9312461412453,2697.925,18.37801636,18.6408811916642
2698.407,17.44768978,17.931394948876,2698.407,18.37751705,18.6412087940462
2698.889,17.4425271,17.9315434434464,2698.889,18.37783094,18.6415361381484
2699.371,17.44539979,17.9316916265686,2699.371,18.35425917,18.6418632250577
2699.854,17.45183429,17.9318398063248,2699.854,18.37435895,18.6421907336682
2700.335,17.44219355,17.9319870649172,2700.335,18.3633479,18.6425166316474
2700.818,17.4448848,17.9321346285664,2700.818,18.35859526,18.6428436302567
2701.3,17.44531762,17.9322815813881,2701.3,18.36433864,18.6431696987482
2701.782,17.46900046,17.9324282308273,2701.782,18.35004731,18.6434955154895
2702.264,17.45849502,17.9325745784968,2702.264,18.3454752,18.6438210815697
2702.746,17.45136974,17.9327206260096,2702.746,18.33822346,18.6441463980784
2703.228,17.46523002,17.9328663749787,2703.228,18.33418536,18.6444714661055
2703.71,17.45485974,17.9330118270171,2703.71,18.33126611,18.6447962867411
2704.192,17.45548551,17.9331569837381,2704.192,18.32641449,18.6451208610757
2704.675,17.46058156,17.9333021469963,2704.675,18.3046408,18.6454458628283
2705.157,17.45691805,17.9334467173177,2705.157,18.28774705,18.6457699473288
2705.639,17.43626298,17.9335909971649,2705.639,18.30336365,18.6460937888042
2706.121,17.46178611,17.9337349881511,2706.121,18.31154287,18.6464173883464
2706.603,17.44887984,17.9338786918899,2706.603,18.30711747,18.6467407470476
2707.085,17.4644799,17.9340221099945,2707.085,18.2915359,18.6470638660001
2707.567,17.45752088,17.9341652440786,2707.567,18.29399719,18.6473867462967
2708.049,17.46099279,17.9343080957555,2708.049,18.28560993,18.6477093890305
2708.531,17.45130213,17.9344506666388,2708.531,18.27402634,18.6480317952947
2709.014,17.46014241,17.9345932532638,2709.014,18.27335168,18.6483546343434
2709.496,17.46000138,17.9347352668259,2709.496,18.29333447,18.6486765704646
2709.978,17.4538187,17.9348770044381,2709.978,18.26609951,18.6489982734002
2710.46,17.4534093,17.9350184677137,2710.46,18.28267841,18.6493197442446
2710.942,17.45449975,17.9351596582661,2710.942,18.27480848,18.6496409840923
2711.424,17.45065077,17.9353005777087,2711.424,18.26137651,18.6499619940384
2711.906,17.45975297,17.9354412276547,2711.906,18.25966103,18.6502827751781
2712.388,17.46794464,17.9355816097174,2712.388,18.27354956,18.6506033286066
2712.871,17.45154693,17.9357220159309,2712.871,18.2563885,18.6509243197634
2713.353,17.46474709,17.9358618665189,2713.353,18.28046869,18.6512444205902
2713.835,17.46473377,17.9360014540662,2713.835,18.28570315,18.6515642969959
2714.317,17.46234461,17.9361407801856,2714.317,18.2752641,18.6518839500768
2714.799,17.46848991,17.93627984649,2714.799,18.27564498,18.6522033809294
2715.281,17.47736985,17.9364186545922,2715.281,18.26545611,18.6525225906504
2715.763,17.46339397,17.9365572061046,2715.763,18.26771689,18.652841580337
2716.245,17.47042896,17.9366955026399,2716.245,18.26875898,18.6531603510861
2716.728,17.44180121,17.9368338319447,2716.728,18.24770205,18.6534795646676
2717.21,17.45173435,17.9369716228419,2717.21,18.25547663,18.6537979003857
2717.692,17.45532193,17.9371091636019,2717.692,18.25455054,18.6541160204612
2718.174,17.46051153,17.9372464558366,2718.174,18.24430142,18.6544339259921
2718.656,17.47493629,17.9373835011579,2718.656,18.26026682,18.6547516180766
2719.138,17.44019643,17.9375203011774,2719.138,18.24017511,18.6550690978127
2719.62,17.46068618,17.9376568575064,2719.62,18.24796107,18.655386366299
2720.102,17.45259,17.9377931717562,2720.102,18.24116861,18.655703424634
2720.584,17.47339048,17.937929245538,2720.584,18.23787634,18.6560202739163
2721.067,17.47561433,17.9380653620305,2721.067,18.22157649,18.6563375719617
2721.549,17.47671334,17.938200959218,2721.549,18.21845264,18.6566540060076
2722.031,17.48530528,17.9383363207727,2722.031,18.22485743,18.6569702343
2722.513,17.4743448,17.9384714483049,2722.513,18.20826206,18.6572862579384
2722.995,17.48875484,17.9386063434246,2722.995,18.22944593,18.657602078022
2723.477,17.50099918,17.9387410077415,2723.477,18.22807724,18.6579176956504
2723.959,17.50941116,17.9388754428654,2723.959,18.22349729,18.6582331119231
2724.441,17.49705687,17.9390096504053,2724.441,18.23713545,18.65854832794
2724.924,17.49159973,17.9391439097066,2724.924,18.20231307,18.6588639981564
2725.406,17.51794559,17.9392776664418,2725.406,18.21839747,18.6591788165511
2725.888,17.52627841,17.9394112004226,2725.888,18.22584333,18.659493437992
2726.37,17.53913733,17.9395445132575,2726.37,18.21999159,18.659807863579
2726.852,17.53001063,17.9396776065542,2726.852,18.21144834,18.6601220944123
2727.334,17.50566185,17.9398104819204,2727.334,18.21555744,18.6604361315921
2727.816,17.51881262,17.9399431409635,2727.816,18.2281989,18.6607499762188
2728.298,17.53882868,17.9400755852904,2728.298,18.23429705,18.6610636293928
2728.781,17.52938453,17.9402080906261,2728.781,18.21752831,18.661377742355
2729.262,17.54223157,17.9403398362222,2729.262,18.24007766,18.661690365784
2729.745,17.53467872,17.9404719192868,2729.745,18.22881802,18.6620041005622
2730.227,17.54244579,17.9406035203823,2730.227,18.21704762,18.6623169985427
2730.709,17.53765378,17.9407349147951,2730.709,18.22127427,18.6626297105753
2731.191,17.54342271,17.9408661041302,2731.191,18.21790531,18.6629422377606
2731.673,17.55090627,17.9409970899923,2731.673,18.21806789,18.6632545811991
2732.155,17.57165201,17.9411278739855,2732.155,18.2109551,18.6635667419916
2732.637,17.56582266,17.9412584577138,2732.637,18.21900697,18.6638787212388
2733.119,17.54722186,17.9413888427806,2733.119,18.21891964,18.6641905200414
2733.602,17.56269033,17.9415193006849,2733.602,18.21555048,18.6645027858277
2734.084,17.57662591,17.9416492928338,2734.084,18.20387418,18.6648142266743
2734.566,17.55885409,17.9417790911327,2734.566,18.22100151,18.6651254903805
2735.048,17.56265485,17.9419086971832,2735.048,18.218445,18.6654365780471
2735.53,17.57542784,17.942038112587,2735.53,18.21330181,18.6657474907746
2736.012,17.57053411,17.942167338945,2736.012,18.2159713,18.6660582296637
2736.494,17.59602109,17.9422963778577,2736.494,18.23491206,18.6663687958149
2736.976,17.59272676,17.9424252309253,2736.976,18.22774802,18.6666791903289
2737.458,17.56958238,17.9425538997473,2737.458,18.23242122,18.666989414306
2737.941,17.59397039,17.9426826523031,2737.941,18.2308197,18.6673001119381
2738.423,17.58827974,17.9428109570573,2738.423,18.23678674,18.6676099977947
2738.905,17.59502675,17.9429390823655,2738.905,18.26256537,18.6679197164181
2739.387,17.61002206,17.9430670298253,2739.387,18.24708574,18.6682292689084
2739.869,17.59116831,17.943194801034,2739.869,18.22382822,18.6685386563659
2740.351,17.62052523,17.9433223975885,2740.351,18.22850241,18.6688478798906
2740.833,17.62157449,17.9434498210848,2740.833,18.24538717,18.6691569405827
2741.315,17.60905456,17.9435770731189,2741.315,18.22557396,18.669465839542
2741.798,17.61872906,17.9437044187662,2741.798,18.23154177,18.6697752182383
2742.28,17.62870665,17.9438313323131,2742.28,18.21157572,18.6700837967019
2742.762,17.62821725,17.9439580791849,2742.762,18.20951466,18.6703922167344
2743.244,17.61701255,17.9440846609752,2743.244,18.21357405,18.6707004794354
2743.726,17.64982899,17.944211079277,2743.726,18.21363148,18.6710085859044
2744.208,17.62613394,17.9443373356828,2744.208,18.2323915,18.6713165372405
2744.69,17.63622966,17.9444634317845,2744.69,18.22073645,18.6716243345431
2745.172,17.64672422,17.9445893691732,2745.172,18.21706655,18.6719319789112
2745.655,17.65250281,17.9447154102325,2745.655,18.21582673,18.6722401092381
2746.137,17.64739982,17.9448410346461,2746.137,18.23505713,18.6725474507224
2746.619,17.65165693,17.9449665051205,2746.619,18.22696088,18.6728546425708
2747.101,17.6580948,17.9450918232445,2747.101,18.22924908,18.673161685882
2747.583,17.66637336,17.9452169906066,2747.583,18.23499428,18.6734685817542
2748.065,17.65560214,17.9453420087943,2748.065,18.24143287,18.6737753312856
2748.547,17.68245142,17.9454668793946,2748.547,18.23606387,18.6740819355742
2749.029,17.69146685,17.9455916039941,2749.029,18.23668215,18.6743883957179
2749.511,17.694938,17.9457161841783,2749.511,18.27487464,18.6746947128143
2749.994,17.6858686,17.9458408795539,2749.994,18.24778582,18.6750015230322
2750.476,17.6962402,17.945965175371,2750.476,18.2648667,18.6753075570351
2750.958,17.70159327,17.9460893315294,2750.958,18.26499816,18.6756134512848
2751.44,17.70771503,17.9462133496123,2751.44,18.25023351,18.6759192068783
2751.922,17.7027165,17.9463372312021,2751.922,18.25901969,18.6762248249121
2752.404,17.7248229,17.9464609778803,2752.404,18.27485281,18.6765303064827
2752.886,17.73458957,17.9465845912281,2752.886,18.26997066,18.6768356526863
2753.368,17.72302369,17.9467080728257,2753.368,18.27022007,18.6771408646191
2753.851,17.72123513,17.9468316800343,2753.851,18.28511586,18.6774465761825
2754.333,17.73756685,17.9469549026044,2754.333,18.30072642,18.6777515225876
2754.815,17.74602539,17.9470779981641,2754.815,18.30250552,18.6780563380107
2755.297,17.74977792,17.9472009682907,2755.297,18.29973787,18.6783610235468
2755.779,17.77193377,17.947323814561,2755.779,18.31196056,18.6786655802908
2756.261,17.75084963,17.9474465385508,2756.261,18.30209147,18.6789700093373
2756.743,17.77843234,17.9475691418351,2756.743,18.30896395,18.6792743117804
2757.225,17.76420523,17.9476916259884,2757.225,18.32033998,18.6795784887143
2757.708,17.77146602,17.9478142463357,2757.708,18.30236137,18.6798831719184
2758.189,17.77416901,17.9479362431953,2758.189,18.31503451,18.6801864704289
2758.672,17.77954669,17.9480586326704,2758.672,18.30117038,18.680490907575
2759.154,17.80238187,17.9481806557947,2759.154,18.3169304,18.6807945931563
2759.636,17.7783121,17.9483025676511,2759.636,18.33592391,18.6810981586965
2760.118,17.80077548,17.9484243698091,2760.118,18.31639402,18.6814016052879
2760.6,17.80277331,17.9485460638375,2760.6,18.30715205,18.6817049340225
2761.082,17.81541002,17.9486676513042,2761.082,18.32174692,18.682008145992
2761.564,17.8179997,17.9487891337763,2761.564,18.32494992,18.6823112422877
2762.046,17.81992283,17.94891051282,2762.046,18.32816556,18.6826142240007
2762.529,17.83839476,17.9490320415082,2762.529,18.30631533,18.6829177204617
2763.011,17.82882149,17.9491532181838,2763.011,18.32646837,18.6832204760489
2763.493,17.82897159,17.9492742961278,2763.493,18.32203796,18.6835231203268
2763.975,17.85428845,17.9493952769029,2763.975,18.3468493,18.6838256543851
2764.457,17.83257315,17.9495161620711,2764.457,18.35580956,18.684128079313
2764.939,17.86022577,17.9496369531932,2764.939,18.34906874,18.6844303961996
2765.421,17.8707084,17.9497576518294,2765.421,18.32593632,18.6847326061334
2765.903,17.86833879,17.9498782595388,2765.903,18.36150808,18.6850347102028
2766.385,17.86648139,17.9499987778799,2766.385,18.35832093,18.6853367094956
2766.868,17.897203,17.9501194581755,2766.868,18.3671027,18.6856392313318
2767.35,17.88444351,17.9502398022734,2767.35,18.38853803,18.6859410241218
2767.832,17.89749334,17.9503600616753,2767.832,18.36392352,18.6862427153989
2768.314,17.90918316,17.9504802379358,2768.314,18.37639105,18.6865443062493
2768.796,17.92012299,17.9506003326085,2768.796,18.37646689,18.686845797759
2769.278,17.94365928,17.9507203472459,2769.278,18.3679142,18.6871471910135
2769.76,17.93936999,17.9508402833999,2769.76,18.37809496,18.687448487098
2770.242,17.92392368,17.9509601426209,2770.242,18.39511435,18.687749687097
2770.725,17.94010999,17.9510801748957,2770.725,18.39928998,18.6880514166962
2771.207,17.93924378,17.9511998847476,2771.207,18.41479526,18.6883524275832
2771.689,17.96321204,17.9513195223161,2771.689,18.40708613,18.6886533456387
2772.171,17.95595786,17.9514390891477,2772.171,18.42401871,18.6889541719456
2772.653,17.94538661,17.9515585867883,2772.653,18.42154701,18.6892549075863
2773.135,17.96396368,17.9516780167824,2773.135,18.41443182,18.6895555536432
2773.617,17.97597139,17.9517973806739,2773.617,18.42375042,18.6898561111976
2774.099,17.98656825,17.9519166800052,2774.099,18.43373187,18.6901565813309
2774.582,17.99289666,17.9520361636318,2774.582,18.43044278,18.6904575882375
2775.064,17.98859944,17.9521553383406,2775.064,18.43392613,18.6907578865943
2775.546,17.98816842,17.9522744531142,2775.546,18.43440678,18.6910581007728
2776.028,18.02291635,17.9523935094908,2776.028,18.42882537,18.6913582318523
2776.51,17.99723423,17.9525125090078,2776.51,18.44131237,18.6916582809115
2776.992,17.99581492,17.9526314532015,2776.992,18.45199365,18.6919582490289
2777.474,18.03799093,17.9527503436071,2777.474,18.46772827,18.6922581372821
2777.956,18.03374991,17.9528691817586,2777.956,18.47102144,18.6925579467484
2778.438,18.03677799,17.952987969189,2778.438,18.48474789,18.6928576785047
2778.921,18.03953321,17.953106953725,2778.921,18.48374977,18.6931579552393
2779.403,18.00843756,17.9532256442104,2779.403,18.48168271,18.693457534648
2779.885,18.03406356,17.9533442885701,2779.885,18.49402977,18.693757039576
2780.367,18.04726278,17.9534628883327,2780.367,18.47962989,18.6940564710981
2780.849,18.04941665,17.9535814450253,2780.849,18.48359905,18.6943558302884
2781.331,18.0474924,17.9536999601744,2781.331,18.49679942,18.6946551182204
2781.813,18.06334822,17.9538184353049,2781.813,18.51044068,18.6949543359672
2782.295,18.09174798,17.9539368719407,2782.295,18.51760455,18.6952534846013
2782.778,18.06869328,17.9540555172095,2782.778,18.5178583,18.6955531856239
2783.26,18.07221326,17.954173881351,2783.26,18.53107845,18.69585219911
2783.742,18.07187668,17.9542922115655,2783.742,18.51297238,18.6961511466998
2784.224,18.07691722,17.9544105093722,2784.224,18.52816967,18.6964500294635
2784.706,18.06554138,17.9545287762892,2784.706,18.5498807,18.6967488484707
2785.188,18.09114852,17.9546470138331,2785.188,18.55632009,18.6970476047904
2785.67,18.09907977,17.9547652235196,2785.67,18.54016358,18.6973462994912
2786.152,18.09728828,17.9548834068629,2786.152,18.54837887,18.6976449336408
2786.635,18.10049896,17.9550018104936,2786.635,18.55739395,18.6979441276951
2787.116,18.10402174,17.9551197005713,2787.116,18.55855629,18.6982420245553
2787.599,18.1141029,17.9552380589857,2787.599,18.55693684,18.6985411026032
2788.081,18.12691244,17.9553561520344,2788.081,18.54601087,18.6988395050993
2788.563,18.1137765,17.9554742262962,2788.563,18.57070286,18.6991378523767
2789.045,18.1223863,17.9555922832779,2789.045,18.582369,18.6994361454996
2789.527,18.14361868,17.955710324485,2789.527,18.57655122,18.6997343855314
2790.009,18.12814537,17.9558283514219,2790.009,18.5816475,18.7000325735351
2790.491,18.1446524,17.9559463655914,2790.491,18.57650716,18.700330710573
2790.973,18.15071365,17.9560643684954,2790.973,18.59522263,18.7006287977065
2791.456,18.13415058,17.9561826064242,2791.456,18.59310363,18.7009274542834
2791.938,18.15480926,17.9563005912813,2791.938,18.59920168,18.7012254446924
2792.42,18.17220271,17.9564185693732,2792.42,18.62392357,18.7015233883802
2792.902,18.16931901,17.9565365421964,2792.902,18.60543958,18.7018212864057
2793.384,18.16995745,17.956654511246,2793.384,18.60849111,18.702119139827
2793.866,18.17803732,17.9567724780157,2793.866,18.60647584,18.7024169497018
2794.348,18.19986868,17.9568904439979,2794.348,18.65019133,18.702714717087
2794.83,18.19529903,17.9570084106838,2794.83,18.61249318,18.7030124430386
2795.312,18.19932127,17.957126379563,2795.312,18.65607253,18.7033101286123
2795.795,18.22334619,17.957244596885,2795.795,18.64381201,18.7036083923459
2796.277,18.19853507,17.9573625746268,2796.277,18.64300458,18.7039060002489
2796.759,18.21618116,17.9574805590259,2796.759,18.64913696,18.7042035709382
2797.241,18.19768408,17.9575985515665,2797.241,18.65124821,18.7045011054665
2797.723,18.20902396,17.9577165537314,2797.723,18.65492882,18.7047986048857
2798.205,18.21848592,17.9578345670019,2798.205,18.66904867,18.7050960702469
2798.687,18.21009976,17.9579525928581,2798.687,18.67273156,18.7053935026005
2799.169,18.23034299,17.9580706327784,2799.169,18.71238217,18.7056909029963
2799.652,18.21511185,17.9581889331856,2799.652,18.67456605,18.7059888894009
2800.134,18.23033513,17.9583070057011,2800.134,18.69377945,18.7062862289661
2800.616,18.23141921,17.9584250967108,2800.616,18.6916761,18.7065835397201
2801.098,18.22887794,17.9585432076877,2801.098,18.69123943,18.7068808227096
2801.58,18.24773616,17.9586613401029,2801.58,18.71765391,18.7071780789804
2802.062,18.25745418,17.9587794954264,2802.062,18.71331136,18.7074753095776
2802.544,18.26095447,17.9588976751266,2802.544,18.71379943,18.7077725155455
2803.026,18.27670176,17.9590158806704,2803.026,18.73923181,18.7080696979278
2803.509,18.2606489,17.959134358849,2803.509,18.73488344,18.7083674742585
2803.991,18.25044001,17.9592526205359,2803.991,18.72435754,18.7086646125531
2804.473,18.27147319,17.9593709124613,2804.473,18.732617,18.70896173039
2804.955,18.27543113,17.9594892360861,2804.955,18.73836032,18.7092588288094
2805.437,18.25383967,17.9596075928696,2805.437,18.75338577,18.709555908851
2805.919,18.28090935,17.9597259842698,2805.919,18.76642267,18.7098529715532
2806.401,18.27318274,17.959844411743,2806.401,18.75173072,18.7101500179541
2806.883,18.29512022,17.959962876744,2806.883,18.77576458,18.7104470490906
2807.365,18.28368491,17.9600813807262,2807.365,18.7729315,18.710744065999
2807.848,18.2654726,17.9602001711269,2807.848,18.77639529,18.7110416858919
2808.33,18.2878303,17.9603187575133,2808.33,18.787879,18.7113386774251
2808.812,18.29698477,17.9604373872342,2808.812,18.80753333,18.7116356578358
2809.294,18.30181044,17.9605560617368,2809.294,18.80892989,18.7119326281568
2809.776,18.31317264,17.9606747824664,2809.776,18.8235856,18.7122295894202
2810.258,18.3156904,17.9607935508669,2810.258,18.8401318,18.7125265426568
2810.74,18.32769996,17.9609123683807,2810.74,18.8429408,18.712823488897
2811.222,18.31692793,17.9610312364482,2811.222,18.84811751,18.71312042917
2811.705,18.32971728,17.9611504032858,2811.705,18.85531084,18.7134179805483
2812.187,18.33735616,17.9612693768888,2812.187,18.84096714,18.7137149119644
2812.669,18.3296373,17.961388405361,2812.669,18.85069998,18.7140118404981
2813.151,18.33977854,17.9615074901364,2813.151,18.84825058,18.7143087671752
2813.633,18.34343928,17.9616266326476,2813.633,18.83840516,18.7146056930205
2814.115,18.33383481,17.9617458343254,2814.115,18.87280275,18.714902619058
2814.597,18.3536594,17.9618650965992,2814.597,18.86685743,18.7151995463106
2815.079,18.36035849,17.9619844208964,2815.079,18.89460163,18.7154964758005
2815.562,18.34524879,17.9621040564025,2815.562,18.89469764,18.7157940245959
2816.043,18.34034232,17.9622232612634,2816.043,18.88379645,18.7160903455757
2816.526,18.35484771,17.9623430282143,2816.526,18.8964421,18.7163879039698
2817.008,18.35401716,17.9624626149897,2817.008,18.90171882,18.7166848526252
2817.49,18.35553732,17.9625822709043,2817.49,18.92671726,18.7169818086165
2817.972,18.35830241,17.9627019973756,2817.972,18.92776688,18.7172787729601
2818.454,18.37387606,17.9628217958191,2818.454,18.92113375,18.7175757466715
2818.936,18.34884921,17.9629416676491,2818.936,18.91690985,18.7178727307653
2819.418,18.36505162,17.9630616142778,2819.418,18.9101732,18.718169726255
2819.9,18.37635581,17.9631816371157,2819.9,18.90710261,18.7184667341531
2820.383,18.36641419,17.9633019868245,2820.383,18.94852713,18.7187643717128
2820.865,18.38978724,17.9634221664712,2820.865,18.93026465,18.7190614074928
2821.347,18.39323833,17.9635424265514,2821.347,18.94303748,18.7193584587153
2821.829,18.39657277,17.9636627684686,2821.829,18.94020373,18.7196555263888
2822.311,18.37811163,17.9637831936247,2822.311,18.93825006,18.7199526115212
2822.793,18.38591883,17.9639037034197,2822.793,18.97178627,18.7202497151189
2823.275,18.39742545,17.9640242992518,2823.275,18.96705414,18.7205468381875
2823.757,18.39146124,17.9641449825176,2823.757,18.97935806,18.7208439817318
2824.24,18.40251165,17.9642660052694,2824.24,18.96693386,18.7211417633033
2824.722,18.38484077,17.9643868677733,2824.722,18.96865547,18.7214389508562
2825.204,18.41172316,17.9645078218922,2825.204,18.97132145,18.7217361618944
2825.686,18.385182,17.9646288690155,2825.686,18.99264448,18.7220333974185
2826.168,18.4184713,17.9647500105305,2826.168,18.9857676,18.7223306584278
2826.65,18.40587821,17.9648712478229,2826.65,19.01597143,18.7226279459208
2827.132,18.41711765,17.9649925822764,2827.132,19.00886086,18.7229252608948
2827.614,18.40093068,17.9651140152729,2827.614,19.01690139,18.7232226043461
2828.096,18.40076878,17.9652355481925,2828.096,19.02717891,18.7235199772699
2828.579,18.41389479,17.9653574348727,2828.579,18.9969049,18.7238179977121
2829.061,18.40488309,17.9654791719855,2829.061,19.02727504,18.7241154326286
2829.543,18.41433315,17.9656010131532,2829.543,19.02613516,18.7244128999988
2830.025,18.42522867,17.9657229597484,2830.025,19.04922736,18.7247104008137
2830.507,18.409772,17.9658450131417,2830.507,19.03234957,18.725007936063
2830.989,18.41870847,17.965967174702,2830.989,19.00877476,18.7253055067356
2831.471,18.41750526,17.966089445796,2831.471,19.04074351,18.7256031138191
2831.953,18.42845865,17.9662118277889,2831.953,19.04046225,18.7259007582998
2832.436,18.42753668,17.9663345762987,2832.436,19.03217756,18.7261990588032
2832.918,18.42288953,17.9664571844136,2832.918,19.07207858,18.7264967811165
2833.4,18.42000932,17.9665799075136,2833.4,19.05619638,18.726794543782
2833.882,18.40288401,17.9667027469559,2833.882,19.04597971,18.7270923477818
2834.364,18.41515986,17.9668257040959,2834.364,19.08116007,18.7273901940968
2834.846,18.40889837,17.9669487802869,2834.846,19.06980394,18.7276880837068
2835.328,18.38593036,17.9670719768805,2835.328,19.06579123,18.7279860175903
2835.81,18.40582475,17.9671952952259,2835.81,19.09455044,18.728283996725
2836.292,18.38190196,17.9673187366709,2836.292,19.09949165,18.728582022087
2836.775,18.3900506,17.9674425590519,2836.775,19.08070755,18.7288807131091
2837.257,18.36694247,17.9675662509927,2837.257,19.09787705,18.7291788339513
2837.739,18.4062659,17.9676900700663,2837.739,19.12004032,18.7294770039449
2838.221,18.40434319,17.9678140176123,2838.221,19.09789684,18.7297752240615
2838.703,18.41252079,17.9679380949683,2838.703,19.09887482,18.7300734952718
2839.185,18.43678225,17.9680623034697,2839.185,19.09573631,18.7303718185449
2839.667,18.40133448,17.96818664445,2839.667,19.09466359,18.730670194849
2840.149,18.40625748,17.9683111192408,2840.149,19.09927433,18.7309686251511
2840.632,18.40170003,17.9684359878397,2840.632,19.09994725,18.7312677297386
2841.114,18.40783477,17.9685607345222,2841.114,19.1237452,18.7315662710495
2841.596,18.43021494,17.9686856190001,2841.596,19.10529282,18.7318648692538
2842.078,18.41815381,17.9688106425967,2842.078,19.10258461,18.7321635253137
2842.56,18.41106397,17.9689358066333,2842.56,19.10396749,18.73246224019
